"project";"sampling_year";"species_code_fao";"sex";"fork_length";"whole_fishweight"
"DCF";2004;"YFT";"M";131;50.85
"DCF";2004;"YFT";"M";132;51
"DCF";2004;"YFT";"M";133;51.2
"DCF";2004;"YFT";"M";132;51.35
"DCF";2004;"YFT";"M";135;51.35
"DCF";2004;"YFT";"M";129;51.45
"DCF";2004;"YFT";"M";133;52.8
"DCF";2004;"YFT";"M";134;53.1
"DCF";2004;"YFT";"M";134;53.85
"DCF";2004;"YFT";"M";134;54.25
"DCF";2004;"YFT";"M";134;54.65
"DCF";2004;"YFT";"M";131;55.3
"DCF";2004;"YFT";"M";135;56.1
"DCF";2004;"YFT";"F";135;45.85
"DCF";2004;"YFT";"F";122;41.95
"DCF";2004;"YFT";"F";125;46.35
"DCF";2004;"YFT";"F";120;41.05
"DCF";2004;"YFT";"F";120;43.85
"DCF";2004;"YFT";"F";128;46.2
"DCF";2004;"YFT";"F";123;42.1
"DCF";2004;"YFT";"F";124;43.9
"DCF";2004;"YFT";"F";123;42
"DCF";2004;"YFT";"F";124;42.6
"DCF";2004;"YFT";"F";125;42.3
"DCF";2004;"YFT";"F";125;46.15
"DCF";2004;"YFT";"F";122;49.2
"DCF";2004;"YFT";"M";121;38.45
"DCF";2004;"YFT";"M";123;40.3
"DCF";2004;"YFT";"M";121;40.4
"DCF";2004;"YFT";"M";126;40.4
"DCF";2004;"YFT";"M";125;40.45
"DCF";2004;"YFT";"M";127;41.8
"DCF";2004;"YFT";"M";124;42.25
"DCF";2004;"YFT";"M";122;42.5
"DCF";2004;"YFT";"M";122;42.95
"DCF";2004;"YFT";"M";127;44
"DCF";2004;"YFT";"M";127;44.35
"DCF";2004;"YFT";"M";123;44.85
"DCF";2004;"YFT";"M";121;45.1
"DCF";2004;"YFT";"M";123;45.23
"DCF";2004;"YFT";"M";127;45.85
"DCF";2004;"YFT";"M";125;46.05
"DCF";2004;"YFT";"M";128;46.75
"DCF";2004;"YFT";"M";130;47.7
"DCF";2004;"YFT";"M";127;47.85
"DCF";2004;"YFT";"M";131;47.9
"DCF";2004;"YFT";"M";127;48.05
"DCF";2004;"YFT";"M";130;48.15
"DCF";2004;"YFT";"M";129;48.6
"DCF";2004;"YFT";"M";129;50.2
"DCF";2004;"YFT";"M";129;52.6
"DCF";2004;"YFT";"F";143;67.1
"DCF";2004;"YFT";"F";142;67.15
"DCF";2004;"YFT";"F";142;68.9
"DCF";2004;"YFT";"M";142;63.75
"DCF";2004;"YFT";"M";147;64.65
"DCF";2004;"YFT";"M";146;65.68
"DCF";2004;"YFT";"M";151;69.7
"DCF";2004;"YFT";"M";143;69.9
"DCF";2004;"YFT";"M";145;70.8
"DCF";2004;"YFT";"M";149;75.95
"DCF";2004;"YFT";"M";154;79.8
"DCF";2004;"YFT";"F";118;33.25
"DCF";2004;"YFT";"F";118;35.55
"DCF";2004;"YFT";"F";122;38.7
"DCF";2004;"YFT";"F";123;30.65
"DCF";2004;"YFT";"F";122;40.6
"DCF";2004;"YFT";"F";124;32.35
"DCF";2004;"YFT";"F";119;35.5
"DCF";2004;"YFT";"F";120;37.3
"DCF";2004;"YFT";"F";122;39.55
"DCF";2004;"YFT";"F";127;43.2
"DCF";2004;"YFT";"F";129;46.9
"DCF";2004;"YFT";"F";126;41.9
"DCF";2004;"YFT";"F";127;39.95
"DCF";2004;"YFT";"F";130;46.2
"DCF";2004;"YFT";"F";122;40.95
"DCF";2004;"YFT";"F";125;45.8
"DCF";2004;"YFT";"F";130;46.1
"DCF";2004;"YFT";"F";126;42.5
"DCF";2004;"YFT";"F";128;41.8
"DCF";2004;"YFT";"F";134;51.9
"DCF";2004;"YFT";"F";130;47.8
"DCF";2004;"YFT";"F";137;53.15
"DCF";2004;"YFT";"F";123;40.2
"DCF";2004;"YFT";"F";119;37.15
"DCF";2004;"YFT";"M";121;38.6
"DCF";2004;"YFT";"M";125;40.65
"DCF";2004;"YFT";"M";123;41
"DCF";2004;"YFT";"M";125;42.05
"DCF";2004;"YFT";"M";122;43.4
"DCF";2004;"YFT";"M";124;43.75
"DCF";2004;"YFT";"M";125;43.8
"DCF";2004;"YFT";"M";125;43.95
"DCF";2004;"YFT";"M";122;44.15
"DCF";2004;"YFT";"M";125;45.15
"DCF";2004;"YFT";"M";126;45.25
"DCF";2004;"YFT";"M";128;45.5
"DCF";2004;"YFT";"M";127.4;46.1
"DCF";2004;"YFT";"M";129;47
"DCF";2004;"YFT";"M";126;47.45
"DCF";2004;"YFT";"M";128;48.1
"DCF";2004;"YFT";"M";129;48.2
"DCF";2004;"YFT";"M";132;48.6
"DCF";2004;"YFT";"M";128;48.8
"DCF";2004;"YFT";"M";132;50.7
"DCF";2004;"YFT";"F";140;62.4
"DCF";2004;"YFT";"F";148;68.7
"DCF";2004;"YFT";"M";150;66.35
"DCF";2004;"YFT";"M";143;68.9
"DCF";2004;"YFT";"M";149;72.55
"DCF";2004;"YFT";"M";150;73.1
"DCF";2004;"YFT";"M";147;73.7
"DCF";2004;"YFT";"M";151;73.85
"DCF";2004;"YFT";"M";150;75.55
"DCF";2004;"YFT";"M";154;76.75
"DCF";2004;"YFT";"M";158;77.1
"DCF";2004;"YFT";"M";146;77.15
"DCF";2004;"YFT";"M";149;79.9
"DCF";2004;"YFT";"M";154;79.9
"DCF";2004;"YFT";"M";153;80.15
"DCF";2004;"YFT";"M";151;80.2
"DCF";2004;"YFT";"M";153;80.8
"DCF";2004;"YFT";"M";153;81.65
"DCF";2004;"YFT";"M";148;81.8
"DCF";2004;"YFT";"M";153;81.95
"DCF";2004;"YFT";"M";146;83.35
"DCF";2004;"YFT";"M";155;85.25
"DCF";2004;"YFT";"M";154;85.9
"DCF";2004;"YFT";"M";164;91.35
"DCF";2004;"YFT";"M";156;93.05
"DCF";2004;"YFT";"M";156;94.15
"DCF";2004;"YFT";"F";137;57.5
"DCF";2004;"YFT";"F";130;43.9
"DCF";2004;"YFT";"F";149;58.95
"DCF";2004;"YFT";"F";139;61.15
"DCF";2004;"YFT";"F";131;48.3
"DCF";2004;"YFT";"F";131;52
"DCF";2004;"YFT";"F";128;45.8
"DCF";2004;"YFT";"F";132;49.65
"DCF";2004;"YFT";"F";141;58.75
"DCF";2004;"YFT";"F";146;59.8
"DCF";2004;"YFT";"F";128;46.7
"DCF";2004;"YFT";"F";133;47.75
"DCF";2004;"YFT";"F";140;60.5
"DCF";2004;"YFT";"F";142;61
"DCF";2004;"YFT";"F";135;46.85
"DCF";2004;"YFT";"F";131;48.6
"DCF";2004;"YFT";"F";136;50.3
"DCF";2004;"YFT";"F";140;59.25
"DCF";2004;"YFT";"F";139;61.15
"DCF";2004;"YFT";"F";142;66.6
"DCF";2004;"YFT";"F";139;59.1
"DCF";2004;"YFT";"F";144;61.7
"DCF";2004;"YFT";"F";140;57.7
"DCF";2004;"YFT";"F";140;63.95
"DCF";2004;"YFT";"F";138;54.25
"DCF";2004;"YFT";"F";141;61.9
"DCF";2004;"YFT";"M";129;46.35
"DCF";2004;"YFT";"M";130;47.2
"DCF";2004;"YFT";"M";134;48.6
"DCF";2004;"YFT";"M";133;51.9
"DCF";2004;"YFT";"M";134;52.45
"DCF";2004;"YFT";"M";135;52.95
"DCF";2004;"YFT";"M";145;55.75
"DCF";2004;"YFT";"M";137;57.1
"DCF";2004;"YFT";"M";136;58.3
"DCF";2004;"YFT";"M";137;59.55
"DCF";2004;"YFT";"M";140;60.85
"DCF";2004;"YFT";"M";139;61.65
"DCF";2004;"YFT";"M";139;63.1
"DCF";2004;"YFT";"M";140;63.6
"DCF";2004;"YFT";"M";140;64.4
"DCF";2004;"YFT";"M";144;64.55
"DCF";2004;"YFT";"M";138;65.55
"DCF";2004;"YFT";"M";145;67.25
"DCF";2004;"YFT";NA;150;73.5
"DCF";2004;"YFT";"F";126;44.9
"DCF";2004;"YFT";"F";125;43
"DCF";2004;"YFT";"F";123;40.35
"DCF";2004;"YFT";"F";128;43.7
"DCF";2004;"YFT";"F";119;41.75
"DCF";2004;"YFT";"F";123;40.4
"DCF";2004;"YFT";"F";120;39.8
"DCF";2004;"YFT";"F";126;40.45
"DCF";2004;"YFT";"F";121;37
"DCF";2004;"YFT";"F";125;44.5
"DCF";2004;"YFT";"F";126;45.1
"DCF";2004;"YFT";"F";126;43.1
"DCF";2004;"YFT";"F";127;41.9
"DCF";2004;"YFT";"F";124;42
"DCF";2004;"YFT";"F";125;41.9
"DCF";2004;"YFT";"M";122;37.3
"DCF";2004;"YFT";"M";123;40.85
"DCF";2004;"YFT";"M";124;42
"DCF";2004;"YFT";"M";125;44.15
"DCF";2004;"YFT";"M";127;44.5
"DCF";2004;"YFT";"M";125;44.95
"DCF";2004;"YFT";"M";130;46.65
"DCF";2004;"YFT";"M";134;51.6
"DCF";2004;"YFT";"F";123;43.9
"DCF";2004;"YFT";"F";122;35.2
"DCF";2004;"YFT";"F";123;42.7
"DCF";2004;"YFT";"F";124;42
"DCF";2004;"YFT";"F";126;42.65
"DCF";2004;"YFT";"F";125.1;43.65
"DCF";2004;"YFT";"F";127;44.35
"DCF";2004;"YFT";"F";118;37.25
"DCF";2004;"YFT";"F";122;39.95
"DCF";2004;"YFT";"F";125;41.15
"DCF";2004;"YFT";"F";126;42.95
"DCF";2004;"YFT";"M";123;41.65
"DCF";2004;"YFT";"M";122;42
"DCF";2004;"YFT";"M";122;42.25
"DCF";2004;"YFT";"M";126;44.15
"DCF";2004;"YFT";"M";129;44.35
"DCF";2004;"YFT";"M";124;44.5
"DCF";2004;"YFT";"M";123;46.75
"DCF";2004;"YFT";"M";132;49.55
"DCF";2004;"YFT";"M";134;50.95
"DCF";2004;"YFT";NA;135;50.25
"DCF";2004;"YFT";NA;135;51.7
"DCF";2004;"YFT";NA;132;52.65
"DCF";2004;"YFT";NA;138;53.65
"DCF";2004;"YFT";NA;130;53.85
"DCF";2004;"YFT";NA;132;55.45
"DCF";2004;"YFT";NA;140;56.4
"DCF";2004;"YFT";NA;143;57.45
"DCF";2004;"YFT";NA;136;57.8
"DCF";2004;"YFT";NA;136;58.35
"DCF";2004;"YFT";NA;140;59.65
"DCF";2004;"YFT";NA;137;61.65
"DCF";2004;"YFT";NA;143;62.05
"DCF";2004;"YFT";NA;140;62.15
"DCF";2004;"YFT";NA;144;63.1
"DCF";2004;"YFT";NA;137;63.3
"DCF";2004;"YFT";NA;141;63.95
"DCF";2004;"YFT";NA;145;64.15
"DCF";2004;"YFT";NA;136;64.9
"DCF";2004;"YFT";NA;140;65.55
"DCF";2004;"YFT";NA;145;65.55
"DCF";2004;"YFT";NA;139;65.9
"DCF";2004;"YFT";NA;143;66.1
"DCF";2004;"YFT";NA;140;66.9
"DCF";2004;"YFT";NA;143;68.9
"DCF";2004;"YFT";NA;143;70.6
"DCF";2004;"YFT";NA;153;71.05
"DCF";2004;"YFT";NA;150;71.5
"DCF";2004;"YFT";NA;143;71.85
"DCF";2004;"YFT";NA;148;72.6
"DCF";2004;"YFT";NA;153;72.9
"DCF";2004;"YFT";NA;150;74.1
"DCF";2004;"YFT";NA;156;75.2
"DCF";2004;"YFT";NA;150;75.8
"DCF";2004;"YFT";NA;153;76.3
"DCF";2004;"YFT";NA;150;77.1
"DCF";2004;"YFT";NA;153;80.75
"DCF";2004;"YFT";NA;152;80.85
"DCF";2004;"YFT";NA;145;81.6
"DCF";2004;"YFT";NA;157;82.95
"DCF";2004;"YFT";NA;153;84.05
"DCF";2004;"YFT";NA;154;84.05
"DCF";2004;"YFT";NA;155;85
"DCF";2004;"YFT";NA;157;86.7
"DCF";2004;"YFT";NA;160;90.25
"DCF";2004;"YFT";NA;162;94.9
"DCF";2004;"YFT";"F";79;11.75
"DCF";2004;"YFT";"F";84;13.65
"DCF";2004;"YFT";"F";93;16.6
"DCF";2004;"YFT";"F";96;17.95
"DCF";2004;"YFT";"F";95;18.35
"DCF";2004;"YFT";"F";95;18.45
"DCF";2004;"YFT";"F";98;19.55
"DCF";2004;"YFT";"F";99;19.55
"DCF";2004;"YFT";"F";100;22.35
"DCF";2004;"YFT";"F";110;22.9
"DCF";2004;"YFT";"F";102;23.95
"DCF";2004;"YFT";"F";107;25.85
"DCF";2004;"YFT";"F";108;28.45
"DCF";2004;"YFT";"F";104;32.85
"DCF";2004;"YFT";"F";106;23.15
"DCF";2004;"YFT";"F";104;24
"DCF";2004;"YFT";"F";107;24
"DCF";2004;"YFT";"F";105;24.85
"DCF";2004;"YFT";"F";114;30.4
"DCF";2004;"YFT";"F";113;30.55
"DCF";2004;"YFT";"F";121;39.7
"DCF";2004;"YFT";"F";115;32.35
"DCF";2004;"YFT";"F";116;33.3
"DCF";2004;"YFT";"F";114;35.85
"DCF";2004;"YFT";"F";120;36.15
"DCF";2004;"YFT";"F";125;38.2
"DCF";2004;"YFT";"F";131;43.45
"DCF";2004;"YFT";"F";116;32.65
"DCF";2004;"YFT";"F";114;32.75
"DCF";2004;"YFT";"F";118;35.3
"DCF";2004;"YFT";"F";121;37.4
"DCF";2004;"YFT";"F";120;38.75
"DCF";2004;"YFT";"F";117;35.15
"DCF";2004;"YFT";"F";124;40
"DCF";2004;"YFT";"F";117;32.65
"DCF";2004;"YFT";"F";115;37.15
"DCF";2004;"YFT";"F";127;41.8
"DCF";2004;"YFT";"F";101;20.8
"DCF";2004;"YFT";"M";95;16
"DCF";2004;"YFT";"M";99;17.3
"DCF";2004;"YFT";"M";91;17.65
"DCF";2004;"YFT";"M";96;18.05
"DCF";2004;"YFT";"M";97;18.05
"DCF";2004;"YFT";"M";100;18.45
"DCF";2004;"YFT";"M";100;19.1
"DCF";2004;"YFT";"M";94;19.65
"DCF";2004;"YFT";"M";94;19.9
"DCF";2004;"YFT";"M";96;20.2
"DCF";2004;"YFT";"M";101;20.35
"DCF";2004;"YFT";"M";100;20.55
"DCF";2004;"YFT";"M";100;20.95
"DCF";2004;"YFT";"M";100;21
"DCF";2004;"YFT";"M";100;21.45
"DCF";2004;"YFT";"M";98;22.55
"DCF";2004;"YFT";"M";102;23.45
"DCF";2004;"YFT";"M";106;23.75
"DCF";2004;"YFT";"M";100;24.3
"DCF";2004;"YFT";"M";106;24.6
"DCF";2004;"YFT";"M";110;24.85
"DCF";2004;"YFT";"M";106;25.75
"DCF";2004;"YFT";"M";109;26.05
"DCF";2004;"YFT";"M";108;26.25
"DCF";2004;"YFT";"M";107;27.1
"DCF";2004;"YFT";"M";105;27.35
"DCF";2004;"YFT";"M";105;27.6
"DCF";2004;"YFT";"M";110;28.4
"DCF";2004;"YFT";"M";109;28.7
"DCF";2004;"YFT";"M";109;28.75
"DCF";2004;"YFT";"M";112;30
"DCF";2004;"YFT";"M";110;30.55
"DCF";2004;"YFT";"M";117;30.6
"DCF";2004;"YFT";"M";110;30.7
"DCF";2004;"YFT";"M";111;30.95
"DCF";2004;"YFT";"F";112;31.35
"DCF";2004;"YFT";"M";113;31.5
"DCF";2004;"YFT";"M";113;32.25
"DCF";2004;"YFT";"M";116;32.25
"DCF";2004;"YFT";"M";114;32.35
"DCF";2004;"YFT";"M";110;32.45
"DCF";2004;"YFT";"M";115;32.55
"DCF";2004;"YFT";"M";116;33.45
"DCF";2004;"YFT";"M";115;33.7
"DCF";2004;"YFT";"M";114;33.8
"DCF";2004;"YFT";"M";113;34.05
"DCF";2004;"YFT";"M";116;34.1
"DCF";2004;"YFT";"M";113;34.35
"DCF";2004;"YFT";"M";115;34.5
"DCF";2004;"YFT";"M";117;35.4
"DCF";2004;"YFT";"M";118;36.4
"DCF";2004;"YFT";"M";119;37.1
"DCF";2004;"YFT";"M";117;37.3
"DCF";2004;"YFT";"M";120;38.3
"DCF";2004;"YFT";"M";127;38.45
"DCF";2004;"YFT";"M";123;39.4
"DCF";2004;"YFT";"M";124;40.65
"DCF";2004;"YFT";"M";127;40.95
"DCF";2004;"YFT";"M";123;43.35
"DCF";2004;"YFT";"M";129;44.65
"DCF";2004;"YFT";"M";129;45.35
"DCF";2004;"YFT";"M";132;47.5
"DCF";2005;"YFT";"M";118;31.9
"DCF";2005;"YFT";"M";111;26.2
"DCF";2005;"YFT";"M";111;28
"DCF";2005;"YFT";"M";111;26.6
"DCF";2005;"YFT";"M";115;30.2
"DCF";2005;"YFT";"M";108;31.5
"DCF";2005;"YFT";"M";104;23.1
"DCF";2005;"YFT";"M";116;27.5
"DCF";2005;"YFT";"M";118;29
"DCF";2005;"YFT";"M";111;24.8
"DCF";2005;"YFT";"M";110;25.1
"DCF";2005;"YFT";"M";113;27.7
"DCF";2005;"YFT";"M";115;28
"DCF";2005;"YFT";"M";112;29.8
"DCF";2005;"YFT";"F";103;22.4
"DCF";2005;"YFT";"M";112;27.7
"DCF";2005;"YFT";"M";114;27.9
"DCF";2005;"YFT";"M";108;29.2
"DCF";2005;"YFT";"M";107;26
"DCF";2005;"YFT";"M";114;29
"DCF";2005;"YFT";"M";113;29.8
"DCF";2005;"YFT";"M";117;28.3
"DCF";2005;"YFT";"M";113;29
"DCF";2005;"YFT";"M";116;30.5
"DCF";2005;"YFT";"M";119;34.2
"DCF";2005;"YFT";"M";111;26.6
"DCF";2005;"YFT";"M";116;29.7
"DCF";2005;"YFT";"M";116;31.2
"DCF";2005;"YFT";"M";110;27.6
"DCF";2005;"YFT";"M";114;29.8
"DCF";2005;"YFT";"M";113;29.1
"DCF";2005;"YFT";"M";118;30.6
"DCF";2005;"YFT";"M";116;29.6
"DCF";2005;"YFT";"M";120;36.2
"DCF";2005;"YFT";"F";109;23.8
"DCF";2005;"YFT";"F";108;24
"DCF";2005;"YFT";"F";108;26
"DCF";2005;"YFT";"F";112;27
"DCF";2005;"YFT";"F";109;25.4
"DCF";2005;"YFT";"F";111;27.8
"DCF";2005;"YFT";"F";110;25.8
"DCF";2005;"YFT";"F";110;26.8
"DCF";2005;"YFT";"F";108;25.9
"DCF";2005;"YFT";"F";112;29.5
"DCF";2005;"YFT";"F";111;24.8
"DCF";2005;"YFT";"F";111;28.4
"DCF";2005;"YFT";"F";113;25.5
"DCF";2005;"YFT";"F";115;27.8
"DCF";2005;"YFT";"F";115;30.1
"DCF";2005;"YFT";"F";111;27.6
"DCF";2005;"YFT";"F";110;28.5
"DCF";2005;"YFT";"F";113.2;28.5
"DCF";2005;"YFT";"F";105;23.4
"DCF";2005;"YFT";"F";112;27.1
"DCF";2005;"YFT";"F";113;27.5
"DCF";2005;"YFT";"M";125;38.8
"DCF";2005;"YFT";"F";114;29
"DCF";2005;"YFT";"F";108;25
"DCF";2005;"YFT";"F";114;26
"DCF";2005;"YFT";"F";113;30
"DCF";2005;"YFT";"F";115;31
"DCF";2005;"YFT";"F";113;30.5
"DCF";2005;"YFT";"F";117;31.3
"DCF";2005;"YFT";"F";117;30.8
"DCF";2005;"YFT";NA;107;21.4
"DCF";2005;"YFT";"F";107;22.3
"DCF";2005;"YFT";"M";108;23.7
"DCF";2005;"YFT";NA;107;24.2
"DCF";2005;"YFT";"M";108;24.6
"DCF";2005;"YFT";"M";108;24.7
"DCF";2005;"YFT";"F";109;24.9
"DCF";2005;"YFT";"F";109;25.5
"DCF";2005;"YFT";"M";107;25.6
"DCF";2005;"YFT";"M";107;25.6
"DCF";2005;"YFT";"F";109;25.6
"DCF";2005;"YFT";"F";108;25.8
"DCF";2005;"YFT";"M";108;26.4
"DCF";2005;"YFT";"M";112;26.5
"DCF";2005;"YFT";"F";114;26.5
"DCF";2005;"YFT";"M";110;26.6
"DCF";2005;"YFT";"F";108;26.7
"DCF";2005;"YFT";"M";110;26.7
"DCF";2005;"YFT";"F";110;26.8
"DCF";2005;"YFT";"F";111;26.8
"DCF";2005;"YFT";"M";113;27.3
"DCF";2005;"YFT";NA;111;27.5
"DCF";2005;"YFT";"F";115;27.5
"DCF";2005;"YFT";"M";115;27.5
"DCF";2005;"YFT";NA;111;27.65
"DCF";2005;"YFT";"M";113;27.9
"DCF";2005;"YFT";"F";107;28
"DCF";2005;"YFT";"M";112;28.1
"DCF";2005;"YFT";"M";115;28.2
"DCF";2005;"YFT";"M";109;28.5
"DCF";2005;"YFT";"F";114;28.5
"DCF";2005;"YFT";"M";114;28.9
"DCF";2005;"YFT";"M";115;29.1
"DCF";2005;"YFT";"F";116;29.2
"DCF";2005;"YFT";"M";113;29.6
"DCF";2005;"YFT";"F";115;29.6
"DCF";2005;"YFT";"M";113;29.65
"DCF";2005;"YFT";"F";115;29.7
"DCF";2005;"YFT";"F";113;29.8
"DCF";2005;"YFT";"M";113;29.9
"DCF";2005;"YFT";"M";114;30
"DCF";2005;"YFT";"F";115;30
"DCF";2005;"YFT";"F";116;30.2
"DCF";2005;"YFT";"F";115;30.4
"DCF";2005;"YFT";"F";115;30.6
"DCF";2005;"YFT";"F";114;30.9
"DCF";2005;"YFT";"M";117;30.9
"DCF";2005;"YFT";"M";113;31
"DCF";2005;"YFT";"F";112;31.8
"DCF";2005;"YFT";"F";115;31.8
"DCF";2005;"YFT";"M";118;32.5
"DCF";2005;"YFT";"M";105;33.4
"DCF";2005;"YFT";NA;111;32.4
"DCF";2005;"YFT";NA;116;36.4
"DCF";2005;"YFT";NA;121;40.2
"DCF";2005;"YFT";NA;124;42
"DCF";2005;"YFT";NA;124;42.4
"DCF";2005;"YFT";NA;135;52.4
"DCF";2005;"YFT";NA;134;52.6
"DCF";2005;"YFT";NA;145;64.5
"DCF";2005;"YFT";"M";102;22.6
"DCF";2005;"YFT";"M";109;24.4
"DCF";2005;"YFT";"M";107;21.3
"DCF";2005;"YFT";"M";109;24.7
"DCF";2005;"YFT";"M";108;24.8
"DCF";2005;"YFT";"M";109;26.6
"DCF";2005;"YFT";"M";110;26.7
"DCF";2005;"YFT";"M";115;27.8
"DCF";2005;"YFT";"M";100;20.6
"DCF";2005;"YFT";"M";107;22.8
"DCF";2005;"YFT";"M";107;24.1
"DCF";2005;"YFT";"M";110;24.5
"DCF";2005;"YFT";"M";111;24.9
"DCF";2005;"YFT";"M";110;25.4
"DCF";2005;"YFT";"M";110;27.1
"DCF";2005;"YFT";"M";112;27.3
"DCF";2005;"YFT";"M";114;27.9
"DCF";2005;"YFT";"M";104;22.4
"DCF";2005;"YFT";"M";107;25.5
"DCF";2005;"YFT";"M";106;23.9
"DCF";2005;"YFT";"M";106;24.1
"DCF";2005;"YFT";"M";107;24.1
"DCF";2005;"YFT";"M";106;24.9
"DCF";2005;"YFT";"M";106;25.3
"DCF";2005;"YFT";"M";110;25.6
"DCF";2005;"YFT";"M";106;27
"DCF";2005;"YFT";"M";112;28.3
"DCF";2005;"YFT";"M";112;28.5
"DCF";2005;"YFT";"M";115;30.6
"DCF";2005;"YFT";"M";109;26.7
"DCF";2005;"YFT";"M";115;26.98
"DCF";2005;"YFT";"M";103;20.2
"DCF";2005;"YFT";"M";105;22
"DCF";2005;"YFT";"M";108;23.2
"DCF";2005;"YFT";"M";107;25.3
"DCF";2005;"YFT";"M";107;25.4
"DCF";2005;"YFT";"M";109;26.6
"DCF";2005;"YFT";"M";114;28.9
"DCF";2005;"YFT";"M";108;23.6
"DCF";2005;"YFT";"M";105;23.4
"DCF";2005;"YFT";"M";109;26.3
"DCF";2005;"YFT";"M";110;26.3
"DCF";2005;"YFT";"M";104;21.7
"DCF";2005;"YFT";"M";109;24
"DCF";2005;"YFT";"M";106;25.9
"DCF";2005;"YFT";"M";108;27.2
"DCF";2005;"YFT";"M";111;28.6
"DCF";2005;"YFT";"M";110;25.1
"DCF";2005;"YFT";"M";110;27.3
"DCF";2005;"YFT";"M";103;22.5
"DCF";2005;"YFT";"M";112;28
"DCF";2005;"YFT";"M";111;26.7
"DCF";2005;"YFT";"M";114;29.2
"DCF";2005;"YFT";"M";121;35.8
"DCF";2005;"YFT";"M";113;30.4
"DCF";2005;"YFT";"F";112;27.7
"DCF";2005;"YFT";"M";112;29.8
"DCF";2005;"YFT";"F";105;24
"DCF";2005;"YFT";"M";111;27.6
"DCF";2005;"YFT";"M";110;27.1
"DCF";2005;"YFT";"M";120;33.5
"DCF";2005;"YFT";"F";109;24.3
"DCF";2005;"YFT";"M";111;26.9
"DCF";2005;"YFT";"F";104;22.7
"DCF";2005;"YFT";"F";107;22.9
"DCF";2005;"YFT";"F";107;24.5
"DCF";2005;"YFT";"F";109;25.5
"DCF";2005;"YFT";"F";111;29.4
"DCF";2005;"YFT";"F";107;24.9
"DCF";2005;"YFT";"F";105;22.5
"DCF";2005;"YFT";"F";102;21
"DCF";2005;"YFT";"F";103;22.8
"DCF";2005;"YFT";"F";111;25.3
"DCF";2005;"YFT";"F";103;19.6
"DCF";2005;"YFT";"F";102;23.7
"DCF";2005;"YFT";"F";110;24.1
"DCF";2005;"YFT";"F";107;22.6
"DCF";2005;"YFT";"F";110;24.8
"DCF";2005;"YFT";"F";108;25
"DCF";2005;"YFT";"F";110;26.6
"DCF";2005;"YFT";"F";104;21.3
"DCF";2005;"YFT";"F";109;24.6
"DCF";2005;"YFT";"F";113;26.3
"DCF";2005;"YFT";"F";111;26.6
"DCF";2005;"YFT";"F";108;22.2
"DCF";2005;"YFT";"F";107;23.2
"DCF";2005;"YFT";"F";102;23.9
"DCF";2005;"YFT";"F";102;24.1
"DCF";2005;"YFT";"F";111;27
"DCF";2005;"YFT";"F";106;21.4
"DCF";2005;"YFT";"F";110;26.3
"DCF";2005;"YFT";"F";112;25.5
"DCF";2005;"YFT";"F";102;21.4
"DCF";2005;"YFT";"F";108;25.3
"DCF";2005;"YFT";"F";110;27.2
"DCF";2005;"YFT";"F";110;25
"DCF";2005;"YFT";"F";111;26.3
"DCF";2005;"YFT";"F";114;28.9
"DCF";2005;"YFT";"F";105;21.1
"DCF";2005;"YFT";"F";105;23.5
"DCF";2005;"YFT";"F";109;24.9
"DCF";2005;"YFT";"F";110;25.2
"DCF";2005;"YFT";"F";115;29.5
"DCF";2005;"YFT";"F";106;23.9
"DCF";2005;"YFT";"F";106;24.3
"DCF";2005;"YFT";"F";109;27.3
"DCF";2005;"YFT";"F";110;27.6
"DCF";2005;"YFT";"F";106;24.3
"DCF";2005;"YFT";"F";106;26.4
"DCF";2005;"YFT";"F";109;26.7
"DCF";2005;"YFT";"F";115;29
"DCF";2005;"YFT";"F";102;21.7
"DCF";2005;"YFT";"F";105;24
"DCF";2005;"YFT";"F";110;26.7
"DCF";2005;"YFT";"F";111;27.4
"DCF";2005;"YFT";"F";111;21.3
"DCF";2005;"YFT";"F";108;24
"DCF";2005;"YFT";"F";110;24.7
"DCF";2005;"YFT";"F";110;25.6
"DCF";2005;"YFT";"F";113;27.4
"DCF";2005;"YFT";"F";110;27.5
"DCF";2005;"YFT";"F";111;27.5
"DCF";2005;"YFT";"F";115;28.4
"DCF";2005;"YFT";"F";115;29.2
"DCF";2005;"YFT";"F";108;23.1
"DCF";2005;"YFT";"F";110;25.9
"DCF";2005;"YFT";"F";107;24.3
"DCF";2005;"YFT";"F";119;33.2
"DCF";2005;"YFT";"F";116;29.1
"DCF";2005;"YFT";"F";116;31.2
"DCF";2005;"YFT";"F";115;30
"DCF";2005;"YFT";"F";115;28
"DCF";2005;"YFT";"F";119;32.5
"DCF";2005;"YFT";"M";111;26.9
"DCF";2005;"YFT";"F";111;24.2
"DCF";2005;"YFT";"F";119;33.9
"DCF";2005;"YFT";"F";116;31.4
"DCF";2005;"YFT";"F";107;25.8
"DCF";2005;"YFT";"F";120;33.8
"DCF";2005;"YFT";"F";116;33.2
"DCF";2005;"YFT";"F";110;27.8
"DCF";2005;"YFT";NA;109;26.5
"DCF";2005;"YFT";"M";110;27.3
"DCF";2005;"YFT";NA;112;29.7
"DCF";2005;"YFT";"M";121;35.2
"DCF";2005;"YFT";"M";112;31
"DCF";2005;"YFT";"M";123;39.4
"DCF";2005;"YFT";"M";127;41.2
"DCF";2005;"YFT";"M";122;38.7
